"","Simulation","Round","Agent","Choice","Reward","Expectation1","Expectation2","Expectation3","Project1_Tasks","Project2_Tasks","Project3_Tasks","Project1_Rewards","Project2_Rewards","Project3_Rewards","Project1_Work","Project2_Work","Project3_Work","alpha","beta","nAgents","nProjects","nTasks","nRounds"
"556",1,31,16,3,0.855228474983079,0.672578646739713,0.685855301638757,0.90611059419736,116,121,105,6.73205080756888,3,5.98659932488156,8,3,7,0.5,0.3,18,3,300,50
"557",1,31,17,3,0.855228474983079,0.705217662028261,0.868450231508319,0.906110797492423,116,121,105,6.73205080756888,3,5.98659932488156,8,3,7,0.5,0.3,18,3,300,50
"558",1,31,18,3,0.855228474983079,0.310712668811902,0.925454232525992,0.899730169253489,116,121,105,6.73205080756888,3,5.98659932488156,8,3,7,0.5,0.3,18,3,300,50
"559",1,32,1,2,0.916316223196156,0.664107271854022,0.934268865000013,0.880625832299472,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"560",1,32,2,2,0.916316223196156,0.908750916061536,0.924584999707163,0.72289475433674,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"561",1,32,3,1,0.966666666666666,0.933131395632871,0.899534828634732,0.734355808778085,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"562",1,32,4,1,0.966666666666666,0.936446884182443,0.878019621658234,0.665166243234275,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"563",1,32,5,2,0.916316223196156,0.917600728934265,0.920900533605089,0.696319607784972,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"564",1,32,6,2,0.916316223196156,0.863952292459692,0.934269851094625,0.118368917144835,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"565",1,32,7,2,0.916316223196156,0.740115866328261,0.934268812907202,0.846374567636278,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"566",1,32,8,2,0.916316223196156,0.790625526602892,0.920867975010809,0.899666306274286,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"567",1,32,9,1,0.966666666666666,0.943299282309365,0.875810692764995,0.896774751618149,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"568",1,32,10,3,0.875,0.936764088833565,0.70969443150237,0.897983758408738,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"569",1,32,11,1,0.966666666666666,0.936446860558282,0.709623364220031,0.783420364400655,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"570",1,32,12,1,0.966666666666666,0.936446484603931,0.708415140977512,0.795851207454548,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"571",1,32,13,3,0.875,0.936763009687908,0.661885569938339,0.89794262802594,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"572",1,32,14,1,0.966666666666666,0.943292238354384,0.686318048036973,0.890243005613459,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"573",1,32,15,3,0.875,0.739074636425638,0.688796721092892,0.890555049378274,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"574",1,32,16,3,0.875,0.672578646739713,0.685855301638757,0.89055529709868,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"575",1,32,17,3,0.875,0.705217662028261,0.88281002901467,0.890555398746212,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"576",1,32,18,2,0.916316223196156,0.310712668811902,0.920885227861074,0.892311118477442,110,114,100,5.8,6.41421356237309,4.375,6,7,5,0.5,0.3,18,3,300,50
"577",1,33,1,2,0.870500412036349,0.664107271854022,0.902384638518181,0.880625832299472,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"578",1,33,2,2,0.870500412036349,0.867539887753255,0.897542705871756,0.72289475433674,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"579",1,33,3,1,0.7713808217006,0.852256108666735,0.890824503655217,0.734355808778085,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"580",1,33,4,1,0.7713808217006,0.853913852941522,0.875763858771668,0.665166243234275,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"581",1,33,5,2,0.870500412036349,0.873734756764165,0.895700472820719,0.696319607784972,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"582",1,33,6,2,0.870500412036349,0.863952292459692,0.902385131565487,0.118368917144835,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"583",1,33,7,2,0.870500412036349,0.740115866328261,0.902384612471775,0.846374567636278,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"584",1,33,8,2,0.870500412036349,0.784852115132204,0.895684193523579,0.899666306274286,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"585",1,33,9,1,0.7713808217006,0.857340052004983,0.874217608546401,0.896774751618149,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"586",1,33,10,1,0.7713808217006,0.854072455267082,0.70969443150237,0.897983758408738,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"587",1,33,11,1,0.7713808217006,0.853913841129441,0.709623364220031,0.783420364400655,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"588",1,33,12,1,0.7713808217006,0.853913653152266,0.708415140977512,0.795851207454548,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"589",1,33,13,1,0.7713808217006,0.854071915694254,0.661885569938339,0.89794262802594,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"590",1,33,14,1,0.7713808217006,0.857336530027492,0.686318048036973,0.873170103929421,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"591",1,33,15,3,0.833333333333333,0.748766492008127,0.688796721092892,0.861944191355804,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"592",1,33,16,3,0.833333333333333,0.672578646739713,0.685855301638757,0.861944315216007,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"593",1,33,17,3,0.833333333333333,0.705217662028261,0.879117143921174,0.861944366039773,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"594",1,33,18,2,0.870500412036349,0.310712668811902,0.895692819948711,0.874617782934209,102,107,97,6.1710465736048,6.09350288425444,2.5,8,7,3,0.5,0.3,18,3,300,50
"595",1,34,1,2,0.693518518518519,0.664107271854022,0.79795157851835,0.880625832299472,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"596",1,34,2,2,0.693518518518519,0.867539887753255,0.795530612195137,0.72289475433674,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"597",1,34,3,2,0.693518518518519,0.852256108666735,0.792171511086868,0.734355808778085,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"598",1,34,4,2,0.693518518518519,0.853913852941522,0.784641188645093,0.665166243234275,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"599",1,34,5,2,0.693518518518519,0.873734756764165,0.794609495669619,0.696319607784972,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"600",1,34,6,2,0.693518518518519,0.863952292459692,0.797951825042003,0.118368917144835,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"601",1,34,7,2,0.693518518518519,0.740115866328261,0.797951565495147,0.814668881470463,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"602",1,34,8,3,0.74068894708356,0.784852115132204,0.835034491022061,0.820177626678923,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"603",1,34,9,3,0.74068894708356,0.857340052004983,0.874217608546401,0.818731849350855,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"604",1,34,10,3,0.74068894708356,0.852850718686958,0.70969443150237,0.819336352746149,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"605",1,34,11,1,0.85,0.851956920564721,0.709623364220031,0.770600939205527,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"606",1,34,12,1,0.85,0.851956826576133,0.708415140977512,0.779302529343251,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"607",1,34,13,3,0.74068894708356,0.852850340985978,0.661885569938339,0.81931578755475,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"608",1,34,14,3,0.74068894708356,0.857336530027492,0.686318048036973,0.80692952550649,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"609",1,34,15,3,0.74068894708356,0.748766492008127,0.688796721092892,0.801316569219682,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"610",1,34,16,3,0.74068894708356,0.672578646739713,0.688154266702685,0.801316631149783,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"611",1,34,17,2,0.693518518518519,0.705217662028261,0.786317831219846,0.825567740352909,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"612",1,34,18,2,0.693518518518519,0.310712668811902,0.794605669233615,0.874617782934209,100,98,90,1.7,6.24166666666667,5.18482262958492,2,9,7,0.5,0.3,18,3,300,50
"613",1,35,1,3,0.75,0.64577678973531,0.79795157851835,0.815312916149736,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"614",1,35,2,1,0.603005664791649,0.735272776272452,0.795530612195137,0.731026328035718,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"615",1,35,3,1,0.603005664791649,0.727630886729192,0.792171511086868,0.734355808778085,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"616",1,35,4,1,0.603005664791649,0.728459758866586,0.784641188645093,0.665166243234275,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"617",1,35,5,1,0.603005664791649,0.738370210777907,0.794609495669619,0.696319607784972,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"618",1,35,6,1,0.603005664791649,0.733478978625671,0.797951825042003,0.307858242001384,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"619",1,35,7,3,0.75,0.698982805867277,0.803566095846603,0.782334440735231,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"620",1,35,8,2,0.816666666666667,0.784852115132204,0.825850578844364,0.799124338675246,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"621",1,35,9,2,0.816666666666667,0.781039735840982,0.845442137606534,0.818731849350855,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"622",1,35,10,1,0.603005664791649,0.727928191739303,0.741786102051659,0.819336352746149,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"623",1,35,11,1,0.603005664791649,0.727481292678185,0.709623364220031,0.770600939205527,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"624",1,35,12,1,0.603005664791649,0.727481245683891,0.708415140977512,0.779302529343251,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"625",1,35,13,1,0.603005664791649,0.727928002888814,0.661885569938339,0.81931578755475,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"626",1,35,14,1,0.603005664791649,0.730171097409571,0.686318048036973,0.789850667854543,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"627",1,35,15,3,0.75,0.705038243843183,0.688796721092892,0.775658284609841,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"628",1,35,16,3,0.75,0.672578646739713,0.688154266702685,0.775658315574892,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"629",1,35,17,3,0.75,0.705217662028261,0.786317831219846,0.787783870176454,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"630",1,35,18,3,0.75,0.310712668811902,0.794605669233615,0.812308891467105,90,96,84,6.03005664791649,1.63333333333333,4.5,10,2,6,0.5,0.3,18,3,300,50
"631",1,36,1,3,0.506524758424985,0.64577678973531,0.760527629189911,0.660918837287361,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"632",1,36,2,2,0.673205080756888,0.735272776272452,0.734367846476012,0.663675857152498,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"633",1,36,3,2,0.673205080756888,0.727630886729192,0.732688295921878,0.734355808778085,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"634",1,36,4,2,0.673205080756888,0.728459758866586,0.72892313470099,0.665166243234275,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"635",1,36,5,2,0.673205080756888,0.738370210777907,0.733907288213253,0.696319607784972,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"636",1,36,6,2,0.673205080756888,0.733478978625671,0.735578452899445,0.307858242001384,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"637",1,36,7,2,0.673205080756888,0.698982805867277,0.738385588301745,0.782334440735231,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"638",1,36,8,2,0.673205080756888,0.784852115132204,0.749527829800626,0.799124338675246,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"639",1,36,9,2,0.673205080756888,0.781039735840982,0.759323609181711,0.725069722073094,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"640",1,36,10,3,0.506524758424985,0.727928191739303,0.721211795663227,0.662930555585567,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"641",1,36,11,3,0.506524758424985,0.727481292678185,0.709623364220031,0.638562848815256,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"642",1,36,12,3,0.506524758424985,0.727481245683891,0.708415140977512,0.642913643884118,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"643",1,36,13,3,0.506524758424985,0.727928002888814,0.661885569938339,0.662920272989868,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"644",1,36,14,3,0.506524758424985,0.730171097409571,0.686318048036973,0.648187713139764,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"645",1,36,15,3,0.506524758424985,0.705038243843183,0.688796721092892,0.641091521517413,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"646",1,36,16,3,0.506524758424985,0.672578646739713,0.688154266702685,0.641091536999938,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"647",1,36,17,3,0.506524758424985,0.705217662028261,0.786317831219846,0.64715431430072,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"648",1,36,18,3,0.506524758424985,0.310712668811902,0.794605669233615,0.659416824946045,90,88,74,0,5.3856406460551,5.06524758424985,0,8,10,0.5,0.3,18,3,300,50
"649",1,37,1,2,0.733333333333333,0.627043752814717,0.746930481261622,0.660918837287361,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"650",1,37,2,1,0.583333333333333,0.659303054802893,0.734057492533209,0.649573100006749,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"651",1,37,3,3,0.616666666666667,0.684341620710434,0.732881807145314,0.675511237722376,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"652",1,37,4,2,0.733333333333333,0.68492183120661,0.731128234017162,0.650616370263992,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"653",1,37,5,1,0.583333333333333,0.66085177205562,0.733614571224494,0.696319607784972,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"654",1,37,6,2,0.733333333333333,0.688435285037969,0.734455893116389,0.400500769400969,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"655",1,37,7,3,0.616666666666667,0.698982805867277,0.736869911811222,0.699500553700949,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"656",1,37,8,3,0.616666666666667,0.724396480592543,0.749527829800626,0.707895502670956,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"657",1,37,9,1,0.583333333333333,0.682186534587158,0.759323609181711,0.692548805451166,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"658",1,37,10,1,0.583333333333333,0.655630762536318,0.721211795663227,0.662930555585567,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"659",1,37,11,1,0.583333333333333,0.655407313005759,0.709623364220031,0.638562848815256,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"660",1,37,12,1,0.583333333333333,0.655407289508612,0.708415140977512,0.642913643884118,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"661",1,37,13,1,0.583333333333333,0.655630668111073,0.661885569938339,0.662920272989868,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"662",1,37,14,1,0.583333333333333,0.656752215371452,0.686318048036973,0.648187713139764,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"663",1,37,15,1,0.583333333333333,0.644185788588258,0.702157704765024,0.641091521517413,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"664",1,37,16,2,0.733333333333333,0.645805052717799,0.710743800018009,0.641091536999938,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"665",1,37,17,2,0.733333333333333,0.705217662028261,0.75982558227659,0.64715431430072,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"666",1,37,18,2,0.733333333333333,0.310712668811902,0.763969501283474,0.659416824946045,81,82,71,5.25,4.4,1.85,9,6,3,0.5,0.3,18,3,300,50
"667",1,38,1,2,0.340223692373184,0.627043752814717,0.543577086817403,0.660918837287361,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"668",1,38,2,2,0.340223692373184,0.659303054802893,0.537140592453196,0.649573100006749,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"669",1,38,3,2,0.340223692373184,0.684341620710434,0.536552749759249,0.675511237722376,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"670",1,38,4,2,0.340223692373184,0.68492183120661,0.535675963195173,0.650616370263992,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"671",1,38,5,2,0.340223692373184,0.66085177205562,0.536919131798839,0.696319607784972,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"672",1,38,6,2,0.340223692373184,0.688435285037969,0.537339792744787,0.400500769400969,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"673",1,38,7,2,0.340223692373184,0.698982805867277,0.538546802092203,0.699500553700949,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"674",1,38,8,2,0.340223692373184,0.724396480592543,0.544875761086905,0.707895502670956,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"675",1,38,9,2,0.340223692373184,0.682186534587158,0.549773650777447,0.692548805451166,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"676",1,38,10,2,0.340223692373184,0.655630762536318,0.530717744018206,0.662930555585567,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"677",1,38,11,2,0.340223692373184,0.655407313005759,0.524923528296608,0.638562848815256,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"678",1,38,12,2,0.340223692373184,0.655407289508612,0.524319416675348,0.627539550718883,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"679",1,38,13,3,0.591666666666667,0.655630668111073,0.49783801238011,0.627293469828267,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"680",1,38,14,2,0.340223692373184,0.656752215371452,0.513270870205079,0.631231399197835,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"681",1,38,15,2,0.340223692373184,0.644185788588258,0.521190698569104,0.641091521517413,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"682",1,38,16,2,0.340223692373184,0.645805052717799,0.525483746195597,0.641091536999938,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"683",1,38,17,2,0.340223692373184,0.705217662028261,0.550024637324887,0.64715431430072,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"684",1,38,18,2,0.340223692373184,0.310712668811902,0.552096596828329,0.659416824946045,81,65,70,0,5.78380277034413,0.591666666666667,0,17,1,0.5,0.3,18,3,300,50
"685",1,39,1,3,0.583333333333333,0.567952680344517,0.543577086817403,0.622126085310347,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"686",1,39,2,1,0.430073511247383,0.544688283025138,0.537140592453196,0.629701170004724,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"687",1,39,3,1,0.430073511247383,0.557207565978909,0.536552749759249,0.675511237722376,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"688",1,39,4,1,0.430073511247383,0.557497671226996,0.535675963195173,0.630431459184795,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"689",1,39,5,3,0.583333333333333,0.543154859043419,0.536919131798839,0.639826470559152,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"690",1,39,6,1,0.430073511247383,0.559254398142676,0.537339792744787,0.493745377006475,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"691",1,39,7,3,0.583333333333333,0.561839065611131,0.538546802092203,0.641416943517141,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"692",1,39,8,1,0.430073511247383,0.577234995919963,0.544875761086905,0.644368796308769,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"693",1,39,9,3,0.583333333333333,0.606552627585225,0.549773650777447,0.637941069392249,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"694",1,39,10,3,0.583333333333333,0.587963587149638,0.530717744018206,0.62313194445945,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"695",1,39,11,1,0.430073511247383,0.542740412126571,0.524923528296608,0.621993994170679,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"696",1,39,12,1,0.430073511247383,0.542740400377998,0.524319416675348,0.627539550718883,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"697",1,39,13,1,0.430073511247383,0.542852089679228,0.49783801238011,0.627293469828267,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"698",1,39,14,1,0.430073511247383,0.543412863309418,0.513270870205079,0.631231399197835,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"699",1,39,15,1,0.430073511247383,0.537129649917821,0.521190698569104,0.641091521517413,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"700",1,39,16,1,0.430073511247383,0.537939281982591,0.525483746195597,0.641091536999938,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"701",1,39,17,1,0.430073511247383,0.567645586637822,0.550024637324887,0.628008020010504,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"702",1,39,18,3,0.583333333333333,0.346520921542547,0.552096596828329,0.621375079139689,69,65,64,5.1608821349686,0,3.5,12,0,6,0.5,0.3,18,3,300,50
"703",1,40,1,3,0.265540442827851,0.567952680344517,0.543577086817403,0.443833264069099,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"704",1,40,2,3,0.265540442827851,0.544688283025138,0.537140592453196,0.447620806416287,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"705",1,40,3,3,0.265540442827851,0.557207565978909,0.536552749759249,0.470525840275113,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"706",1,40,4,3,0.265540442827851,0.557497671226996,0.535675963195173,0.447985951006323,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"707",1,40,5,3,0.265540442827851,0.552708401330394,0.536919131798839,0.452683456693502,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"708",1,40,6,1,0.575,0.567127199071338,0.537339792744787,0.377360860575377,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"709",1,40,7,3,0.265540442827851,0.565787345927792,0.538546802092203,0.453478693172496,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"710",1,40,8,3,0.265540442827851,0.577234995919963,0.544875761086905,0.45495461956831,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"711",1,40,9,3,0.265540442827851,0.606552627585225,0.549773650777447,0.45174075611005,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"712",1,40,10,3,0.265540442827851,0.587963587149638,0.530717744018206,0.444336193643651,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
"713",1,40,11,3,0.265540442827851,0.542740412126571,0.524923528296608,0.443767218499265,68,65,47,0.575,0,4.51418752807347,1,0,17,0.5,0.3,18,3,300,50
